,ID,X,Y,Speed,Acceleration
3448,13,18.357,447.826,44.99,0
3449,13,18.453,452.325,44.99,0
3450,13,18.548,456.824,44.99,0
3451,13,18.645,461.323,44.99,0
3452,13,18.741,465.822,44.99,0
3453,13,18.837,470.321,44.99,0
3454,13,18.934,474.82,44.99,0
3455,13,19.03,479.319,44.99,0
3456,13,19.127,483.835,44.83,-2.53
3457,13,19.223,488.318,44.47,-4.75
3458,13,19.319,492.727,44.22,-2.07
3459,13,19.475,497.114,44.23,2.29
3460,13,19.638,501.537,44.38,3.01
3461,13,19.803,506.018,44.44,-1.73
3462,13,19.98,510.483,44.14,-5.48
3463,13,20.124,514.862,43.69,-4.03
3464,13,20.281,519.195,43.4,-1.58
3465,13,20.438,523.525,43.22,-1.49
3466,13,20.596,527.855,42.92,-4.03
3467,13,20.77,532.146,42.38,-6.94
3468,13,20.921,536.361,41.64,-8.39
3469,13,21.07,540.475,40.87,-7.18
3470,13,21.202,544.502,40.37,-3.44
3471,13,21.35,548.49,40.29,1.65
3472,13,21.484,552.499,40.62,5.66
3473,13,21.597,556.585,41.17,5.99
3474,13,21.731,560.748,41.62,3.34
3475,13,21.812,564.946,41.83,0.54
3476,13,21.767,569.142,41.83,-0.86
3477,13,21.696,573.326,41.7,-1.56
3478,13,21.655,577.499,41.45,-3.17
3479,13,21.672,581.64,41.05,-5.04
3480,13,21.679,585.721,40.58,-5
3481,13,21.616,589.74,40.2,-2.87
3482,13,21.546,593.73,40,-0.61
3483,13,21.484,597.72,39.97,0.24
3484,13,21.423,601.719,39.99,0.11
3485,13,21.361,605.72,40,0
3486,13,21.299,609.719,40,0
3487,13,21.237,613.719,40,0
3488,13,21.175,617.718,39.99,0
3489,13,21.113,621.729,39.89,-1.67
3490,13,21.051,625.718,39.65,-3.12
3491,13,20.989,629.659,39.48,-1.49
3492,13,20.933,633.582,39.48,1.51
3493,13,20.908,637.524,39.65,3.13
3494,13,20.883,641.513,39.89,1.67
3495,13,20.857,645.524,40,0
3496,13,20.832,649.524,40,0
3497,13,20.807,653.523,40,0
3498,13,20.782,657.523,40,0
3499,13,20.756,661.523,40,0
3500,13,20.732,665.523,40,0
3501,13,20.706,669.523,40,0
3502,13,20.681,673.523,40,0
3503,13,20.656,677.523,40,0
3504,13,20.631,681.523,40,0
3505,13,20.605,685.523,40,0
3506,13,20.58,689.523,40,0
3507,13,20.555,693.522,40,0
3508,13,20.53,697.523,40,0
3509,13,20.504,701.522,40,0
3510,13,20.479,705.522,40,0
3511,13,20.454,709.522,40,0
3512,13,20.429,713.522,40,0
3513,13,20.403,717.522,40,0
3514,13,20.378,721.522,40,0
3515,13,20.353,725.522,40,0
3516,13,20.328,729.522,40,0
3517,13,20.302,733.522,40,0
3518,13,20.278,737.523,39.98,-0.25
3519,13,20.252,741.519,39.97,-0.07
3520,13,20.227,745.502,40.1,2.06
3521,13,20.202,749.495,40.53,6.28
3522,13,20.135,753.55,41.37,10.7
3523,13,20.086,757.742,42.5,11.2
3524,13,20.082,762.05,43.63,10.69
3525,13,20.095,766.496,44.46,6.16
3526,13,20.066,771,44.89,2.06
3527,13,20.039,775.51,45.08,0.95
3528,13,20.012,780.012,45.28,2.69
3529,13,19.974,784.537,45.65,4.98
3530,13,19.919,789.122,46.16,5.66
3531,13,19.88,793.774,46.64,4.31
3532,13,19.817,798.475,46.96,2.09
3533,13,19.716,803.192,47.11,0.57
3534,13,19.607,807.914,47.13,-0.35
3535,13,19.51,812.635,46.99,-2.02
3536,13,19.439,817.34,46.65,-4.66
3537,13,19.378,821.994,46.12,-6.31
3538,13,19.286,826.569,45.57,-5.3
3539,13,19.19,831.083,45.17,-2.71
3540,13,19.093,835.572,44.99,-0.56
3541,13,18.998,840.062,44.96,0.23
3542,13,18.903,844.56,44.98,0.12
3543,13,18.808,849.062,44.97,-0.33
3544,13,18.713,853.557,44.95,-0.24
3545,13,18.618,858.041,45.01,1.13
3546,13,18.46,862.536,45.22,3.08
3547,13,18.58,867.07,45.51,3.45
3548,13,18.805,871.654,45.7,0.85
3549,13,19.228,876.251,45.64,-2.44
3550,13,19.44,880.811,45.37,-3.47
3551,13,19.524,885.323,45.11,-2.07
3552,13,19.426,889.811,44.98,-0.28
3553,13,19.46,894.305,44.95,0.07
3554,13,19.471,898.807,44.91,-0.93
3555,13,19.482,903.288,44.87,-0.3
3556,13,19.492,907.751,45.07,3.41
3557,13,19.511,912.246,45.61,7.8
3558,13,19.549,916.828,46.46,10.12
3559,13,19.586,921.527,47.43,9.46
3560,13,19.628,926.327,48.33,8.27
3561,13,19.669,931.21,49.08,6.92
3562,13,19.726,936.17,49.62,4.32
3563,13,19.768,941.172,49.93,1.61
3564,13,19.809,946.185,50.02,-0.11
3565,13,19.851,951.188,50.02,-0.17
3566,13,19.892,956.185,50.03,0.48
3567,13,19.955,961.187,50.11,1.02
3568,13,19.965,966.197,50.25,1.78
3569,13,19.897,971.229,50.44,2.16
3570,13,19.776,976.285,50.64,1.96
3571,13,19.627,981.353,50.89,2.74
3572,13,19.559,986.439,51.33,5.38
3573,13,19.58,991.583,51.96,7.79
3574,13,19.616,996.82,52.66,7.13
3575,13,19.701,1002.144,53.18,3.49
3576,13,19.875,1007.504,53.39,0.12
3577,13,20.043,1012.851,53.37,-0.8
3578,13,20.231,1018.177,53.36,0.28
3579,13,20.42,1023.502,53.49,2.21
3580,13,20.585,1028.851,53.77,3.73
3581,13,20.699,1034.251,54.08,2.94
3582,13,20.793,1039.696,54.17,-0.54
3583,13,20.788,1045.129,54,-3.37
3584,13,20.78,1050.507,53.8,-1.98
3585,13,20.788,1055.852,53.8,1.99
3586,13,20.781,1061.23,54,3.38
3587,13,20.776,1066.664,54.17,0.39
3588,13,20.87,1072.103,54.1,-2.52
3589,13,20.984,1077.497,53.93,-1.64
3590,13,21.168,1082.86,53.93,1.63
3591,13,21.282,1088.244,54.19,4.04
3592,13,21.36,1093.683,54.56,3.79
3593,13,21.355,1099.169,54.84,2.01
3594,13,21.363,1104.674,54.98,0.48
3595,13,21.372,1110.179,55.01,-0.1
3596,13,21.38,1115.678,55,0
3597,13,21.389,1121.179,55,0
3598,13,21.398,1126.679,55,0
3599,13,21.406,1132.179,55,0
3600,13,21.414,1137.679,55,0
3601,13,21.423,1143.179,55,0
3602,13,21.431,1148.675,55.03,0.54
3603,13,21.439,1154.179,55.11,1.01
3604,13,21.448,1159.698,55.17,0.48
3605,13,21.449,1165.222,55.17,-0.48
3606,13,21.441,1170.741,55.11,-1.01
3607,13,21.434,1176.245,55.03,-0.54
3608,13,21.426,1181.741,55,0
3609,13,21.419,1187.241,55,0
3610,13,21.411,1192.741,55,0
3611,13,21.404,1198.239,55.01,0.23
3612,13,21.396,1203.742,55.03,0.13
3613,13,21.389,1209.255,54.94,-1.38
3614,13,21.403,1214.754,54.71,-3.2
3615,13,21.385,1220.208,54.46,-2.81
3616,13,21.257,1225.616,54.4,1.08
3617,13,21.021,1231.026,54.76,6.33
3618,13,20.777,1236.518,55.45,8.39
3619,13,20.582,1242.118,56.14,6.15
3620,13,20.386,1247.787,56.57,2.36
3621,13,20.179,1253.475,56.72,-0.07
3622,13,19.973,1259.149,56.71,-0.3
3623,13,19.769,1264.816,56.69,0
3624,13,19.566,1270.485,56.68,-0.09
3625,13,19.351,1276.154,56.67,-0.25
3626,13,19.147,1281.82,56.64,-0.37
3627,13,19.011,1287.483,56.6,-0.44
3628,13,18.943,1293.144,56.52,-0.96
3629,13,18.943,1298.793,56.41,-1.34
3630,13,18.954,1304.423,56.33,-0.61
3631,13,18.96,1310.046,56.32,0.53
3632,13,18.979,1315.676,56.38,1.05
3633,13,18.997,1321.322,56.46,0.52
3634,13,19.016,1326.974,56.5,0.1
3635,13,19.032,1332.622,56.54,0.55
3636,13,19.05,1338.274,56.62,1.16
3637,13,19.084,1343.94,56.75,1.46
3638,13,19.138,1349.624,56.87,1.18
3639,13,19.207,1355.321,56.96,0.57
3640,13,19.279,1361.023,57,0.11
3641,13,19.348,1366.725,57,-0.05
3642,13,19.417,1372.424,57,0.05
3643,13,19.486,1378.124,57.01,0.15
3644,13,19.555,1383.83,56.99,-0.38
3645,13,19.621,1389.536,56.88,-1.77
3646,13,19.689,1395.226,56.62,-3.46
3647,13,19.779,1400.877,56.25,-4.26
3648,13,19.877,1406.475,55.88,-3.45
3649,13,19.995,1412.029,55.68,-0.84
3650,13,20.117,1417.578,55.69,1.37
3651,13,20.235,1423.154,55.77,1
3652,13,20.324,1428.746,55.78,-0.69
3653,13,20.414,1434.329,55.7,-1.65
3654,13,20.503,1439.889,55.55,-1.21
3655,13,20.577,1445.437,55.42,-1.14
3656,13,20.686,1450.978,55.28,-1.86
3657,13,20.854,1456.496,55.1,-1.8
3658,13,21.017,1461.992,54.97,-0.9
3659,13,21.109,1467.478,54.93,0.07
3660,13,21.119,1472.968,54.95,0.44
3661,13,21.086,1478.466,54.98,0.31
3662,13,21.075,1483.967,55,0.05
3663,13,21.065,1489.47,54.99,-0.3
3664,13,21.055,1494.965,54.97,-0.08
3665,13,21.044,1500.452,55.07,1.61
3666,13,21.033,1505.949,55.38,4.41
3667,13,21.005,1511.49,55.94,7.09
3668,13,20.993,1517.12,56.6,6.79
3669,13,20.999,1522.84,57.03,2.61
3670,13,20.988,1528.581,57.12,-1.2
3671,13,20.977,1534.297,57.03,-1.96
3672,13,20.971,1539.964,57.05,2.05
3673,13,20.894,1545.634,57.6,8.64
3674,13,20.869,1551.423,58.57,11.2
3675,13,20.909,1557.341,59.56,9.65
3676,13,20.953,1563.381,60.25,4.01
3677,13,21.095,1569.46,60.47,-0.48
3678,13,21.316,1575.512,60.38,-1.44
3679,13,21.502,1581.542,60.24,-1.43
3680,13,21.614,1587.557,60.12,-1.1
3681,13,21.632,1593.559,60.04,-0.53
3682,13,21.614,1599.557,60,-0.08
3683,13,21.618,1605.556,60,0.05
3684,13,21.622,1611.556,60,0
3685,13,21.626,1617.556,60,0
3686,13,21.629,1623.556,60,0
3687,13,21.633,1629.556,60,0
3688,13,21.637,1635.535,60.19,3.04
3689,13,21.641,1641.555,60.62,5.67
3690,13,21.645,1647.661,60.93,2.7
3691,13,21.62,1653.799,60.93,-2.75
3692,13,21.526,1659.904,60.62,-5.68
3693,13,21.434,1665.924,60.18,-3.04
3694,13,21.341,1671.902,59.99,0
3695,13,21.248,1677.901,59.99,0
3696,13,21.155,1683.902,59.98,-0.24
3697,13,21.062,1689.897,59.96,-0.05
3698,13,20.969,1695.883,60.06,1.61
3699,13,20.877,1701.88,60.37,4.31
3700,13,20.767,1707.944,60.69,3.33
3701,13,20.671,1714.037,60.92,1.52
3702,13,20.573,1720.117,61.39,5.22
3703,13,20.522,1726.249,62.22,11.2
3704,13,20.553,1732.531,63.34,11.2
3705,13,20.599,1738.937,64.4,7.94
3706,13,20.631,1745.464,64.93,1.61
3707,13,20.662,1751.977,65.03,-0.05
3708,13,20.692,1758.482,65.02,-0.24
3709,13,20.723,1764.98,65,0
3710,13,20.754,1771.48,65,0
3711,13,20.785,1777.98,65,0
3712,13,20.816,1784.472,65.07,1.21
3713,13,20.846,1790.98,65.25,2.27
3714,13,20.878,1797.522,65.37,1.08
3715,13,20.872,1804.077,65.37,-1.08
3716,13,20.86,1810.621,65.23,-2.51
3717,13,20.847,1817.125,65.05,-1.28
3718,13,20.835,1823.6,65.1,2.05
3719,13,20.822,1830.093,65.53,6.25
3720,13,20.768,1836.648,66.36,10.64
3721,13,20.733,1843.339,67.49,11.2
3722,13,20.737,1850.144,68.67,11.2
3723,13,20.74,1857.085,69.66,8.48
3724,13,20.745,1864.121,70.3,4.43
3725,13,20.933,1871.226,70.3,-3.44
3726,13,21.242,1878.285,69.6,-10.77
3727,13,21.52,1885.199,68.63,-11.2
3728,13,21.691,1891.981,67.77,-6.48
3729,13,21.793,1898.692,67.23,-2.32
3730,13,21.852,1905.397,67.03,-1.95
3731,13,21.841,1912.086,66.96,-0.55
3732,13,21.781,1918.75,67.1,3.68
3733,13,21.735,1925.465,67.52,5.36
3734,13,21.679,1932.26,67.87,2.62
3735,13,21.644,1939.084,67.96,-1.11
3736,13,21.595,1945.886,67.83,-2.43
3737,13,21.551,1952.65,67.67,-1.03
3738,13,21.661,1959.426,67.37,-3.43
3739,13,21.799,1966.176,66.75,-8.54
3740,13,21.937,1972.808,66.06,-7.9
3741,13,22.094,1979.343,65.6,-2.11
3742,13,22.22,1985.846,65.59,4
3743,13,22.235,1992.409,66.08,5.76
3744,13,22.176,1999.056,66.63,4.93
3745,13,22.106,2005.754,66.96,2.86
3746,13,22.025,2012.496,66.98,-2.18
3747,13,21.963,2019.216,66.58,-6.62
3748,13,21.884,2025.846,65.93,-7.03
3749,13,21.79,2032.387,65.38,-4.39
3750,13,21.713,2038.884,65.07,-1.63
3751,13,21.637,2045.385,64.83,-2.13
3752,13,21.559,2051.866,64.53,-3.85
3753,13,21.483,2058.291,64.32,-1.96
3754,13,21.467,2064.69,64.32,1.98
3755,13,21.467,2071.112,64.56,4.37
3756,13,21.466,2077.602,64.89,2.25
3757,13,21.465,2084.13,64.92,-1.65
3758,13,21.465,2090.631,64.63,-4.23
3759,13,21.481,2097.082,64.18,-5.42
3760,13,21.482,2103.484,63.55,-6.81
3761,13,21.481,2109.822,62.68,-9.81
3762,13,21.457,2116.13,62.68,0
3763,13,21.453,2122.13,62.68,0
3764,13,21.448,2128.13,62.68,0
3765,14,49.079,49.741,40,0
3766,14,49.059,53.742,40,0
3767,14,49.037,57.741,40,0
3768,14,49.017,61.741,40,0
3769,14,48.997,65.742,40,0
3770,14,48.976,69.741,40,0
3771,14,48.955,73.741,40,0
3772,14,48.935,77.741,40,0
3773,14,48.914,81.791,39.54,-7.36
3774,14,48.893,85.713,38.49,-11.2
3775,14,48.874,89.486,37.74,-6.59
3776,14,48.87,93.15,37.74,6.59
3777,14,48.92,96.923,38.49,11.2
3778,14,48.968,100.845,39.54,7.34
3779,14,49.016,104.894,40,0
3780,14,49.065,108.894,40,0
3781,14,49.114,112.894,40,0
3782,14,49.163,116.893,40,0
3783,14,49.211,120.893,40,0
3784,14,49.26,124.893,40,0
3785,14,49.308,128.892,40,0
3786,14,49.357,132.892,40,0
3787,14,49.406,136.892,40,0
3788,14,49.454,140.89,40.01,0.26
3789,14,49.504,144.893,40.03,0.14
3790,14,49.552,148.908,39.93,-1.64
3791,14,49.6,152.911,39.61,-4.55
3792,14,49.662,156.893,38.76,-11.2
3793,14,49.696,160.694,37.51,-11.2
3794,14,49.742,164.342,36.88,-2.85
3795,14,49.785,167.929,37.25,11.15
3796,14,49.903,171.717,38.34,11.2
3797,14,50.008,175.623,39.54,7.76
3798,14,50.113,179.679,40.02,-0.13
3799,14,50.219,183.681,40,-0.26
3800,14,50.323,187.678,39.99,0
3801,14,50.429,191.677,39.99,0
3802,14,50.534,195.676,39.99,0
3803,14,50.639,199.674,39.99,0
3804,14,50.745,203.673,39.99,0
3805,14,50.85,207.672,39.99,0
3806,14,50.955,211.67,39.99,0
3807,14,51.06,215.669,39.99,0
3808,14,51.165,219.668,39.99,0
3809,14,51.271,223.714,38.93,-11.2
3810,14,51.376,227.427,36.45,-11.2
3811,14,51.482,231.012,34.63,-11.2
3812,14,51.623,234.315,34.58,11.2
3813,14,51.885,237.895,36.3,11.2
3814,14,52.14,241.59,38.71,11.2
3815,14,52.425,245.63,39.63,-2.47
3816,14,52.719,249.596,39.29,-4.57
3817,14,52.924,253.504,38.84,-4.79
3818,14,53.001,257.355,38.44,-3.36
3819,14,52.957,261.17,38.2,-1.45
3820,14,52.881,264.974,38.11,-0.19
3821,14,52.83,268.781,38.1,0.17
3822,14,52.779,272.593,38.11,0.03
3823,14,52.727,276.406,38.1,-0.18
3824,14,52.676,280.212,38.11,0.24
3825,14,52.629,284.017,38.21,1.54
3826,14,52.57,287.843,38.38,2.03
3827,14,52.531,291.693,38.52,1.26
3828,14,52.418,295.552,38.67,1.25
3829,14,52.174,299.414,38.93,3.29
3830,14,51.867,303.304,39.38,6.18
3831,14,51.677,307.274,39.94,5.75
3832,14,51.616,311.331,40.2,0.33
3833,14,51.678,315.4,39.86,-6.95
3834,14,51.72,319.382,39.01,-11.2
3835,14,51.702,323.214,38.09,-8.53
3836,14,51.651,326.927,37.68,-0.32
3837,14,51.605,330.642,37.98,7.21
3838,14,51.593,334.458,38.74,9.33
3839,14,51.624,338.398,39.48,6.15
3840,14,51.614,342.476,39.27,-8.42
3841,14,51.605,346.326,37.87,-11.2
3842,14,51.596,350.07,36.66,-11.2
3843,14,51.65,353.588,36.33,5.02
3844,14,51.749,357.197,36.94,11.2
3845,14,51.816,360.959,38.1,8.03
3846,14,51.899,364.86,38.77,2.65
3847,14,51.966,368.727,39.15,5.88
3848,14,52.065,372.678,39.63,4.6
3849,14,52.152,376.693,39.85,0.09
3850,14,52.238,380.71,39.65,-4.41
3851,14,52.338,384.674,39.09,-7.31
3852,14,52.422,388.553,38.32,-8.27
3853,14,52.504,392.337,37.56,-7.22
3854,14,52.566,396.038,37.01,-4.28
3855,14,52.645,399.689,36.79,0
3856,14,52.722,403.35,36.91,2.69
3857,14,52.801,407.049,37.17,3.17
3858,14,52.876,410.777,37.55,3.85
3859,14,52.979,414.541,38.04,5.67
3860,14,53.031,418.359,38.69,7.74
3861,14,53.036,422.262,39.46,7.99
3862,14,52.977,426.26,40.16,6.25
3863,14,52.834,430.323,40.66,3.9
3864,14,52.598,434.424,40.94,1.61
3865,14,52.386,438.537,41.05,0.21
3866,14,52.173,442.644,41.08,0.18
3867,14,51.962,446.758,41.04,-0.61
3868,14,51.75,450.885,40.73,-4.79
3869,14,51.556,454.975,39.91,-11.2
3870,14,51.432,458.886,38.57,-11.2
3871,14,51.294,462.667,37.01,-11.2
3872,14,51.166,466.307,35.73,-10.27
3873,14,51.126,469.783,35.04,-3.38
3874,14,51.211,473.241,34.86,0.71
3875,14,51.294,476.724,34.93,1.2
3876,14,51.368,480.23,35,0.11
3877,14,51.443,483.78,34.59,-6.94
3878,14,51.518,487.218,33.61,-11.2
3879,14,51.592,490.498,32.92,-6.05
3880,14,51.677,493.691,32.92,5.98
3881,14,51.804,496.97,33.6,11.2
3882,14,51.932,500.408,34.57,6.76
3883,14,52.059,503.954,34.98,-0.12
3884,14,52.18,507.455,34.93,-0.82
3885,14,52.316,510.951,34.79,-1.9
3886,14,52.476,514.426,34.57,-2.67
3887,14,52.63,517.868,34.32,-2.48
3888,14,52.753,521.282,34.12,-1.51
3889,14,52.832,524.679,34.02,-0.5
3890,14,52.896,528.075,33.99,0
3891,14,52.969,531.473,33.99,0.07
3892,14,53.043,534.873,33.99,-0.05
3893,14,53.116,538.273,33.98,-0.21
3894,14,53.19,541.664,34.01,0.64
3895,14,53.267,545.047,34.27,3.93
3896,14,53.318,548.461,34.92,8.92
3897,14,53.34,551.991,36,11.2
3898,14,53.431,555.661,37.35,11.2
3899,14,53.545,559.456,38.65,11.2
3900,14,53.717,563.402,39.6,7.36
3901,14,53.847,567.438,40.05,1.51
3902,14,53.969,571.485,39.97,-3.41
3903,14,53.98,575.477,39.58,-5.11
3904,14,53.863,579.395,39.23,-2.6
3905,14,53.684,583.275,39.21,2.1
3906,14,53.556,587.188,39.5,4.55
3907,14,53.545,591.167,39.85,3.19
3908,14,53.557,595.186,40.05,0.49
3909,14,53.495,599.203,40.06,-0.71
3910,14,53.426,603.204,40.01,-0.34
3911,14,53.364,607.2,39.99,0.04
3912,14,53.302,611.2,39.99,0.03
3913,14,53.24,615.199,40,0
3914,14,53.178,619.199,40,0
3915,14,53.116,623.227,39.73,-4.22
3916,14,53.054,627.199,39.13,-7.89
3917,14,52.992,631.051,38.7,-3.77
3918,14,52.948,634.858,38.7,3.81
3919,14,52.923,638.71,39.13,7.91
3920,14,52.898,642.681,39.75,4.47
3921,14,52.874,646.714,40.03,0.07
3922,14,52.848,650.73,39.9,-2.06
3923,14,52.823,654.736,39.47,-6.13
3924,14,52.839,658.673,38.74,-9.13
3925,14,52.813,662.491,38,-7.02
3926,14,52.75,666.211,37.68,0
3927,14,52.689,669.931,38,7.02
3928,14,52.662,673.748,38.74,9.13
3929,14,52.679,677.685,39.47,6.13
3930,14,52.653,681.691,39.9,2.07
3931,14,52.628,685.707,40.03,-0.07
3932,14,52.603,689.712,40.02,-0.25
3933,14,52.577,693.71,40,0
3934,14,52.552,697.71,40,0
3935,14,52.527,701.71,40,0
3936,14,52.502,705.71,40,0
3937,14,52.476,709.71,40,0
3938,14,52.451,713.71,40,0
3939,14,52.426,717.709,40,0
3940,14,52.401,721.708,40.02,0.24
3941,14,52.375,725.712,40.03,0.06
3942,14,52.35,729.728,39.9,-2.05
3943,14,52.325,733.735,39.46,-6.24
3944,14,52.341,737.68,38.64,-10.68
3945,14,52.339,741.489,37.5,-11.2
3946,14,52.294,745.181,36.37,-10.72
3947,14,52.231,748.735,35.53,-6.28
3948,14,52.209,752.228,35.1,-2.03
3949,14,52.187,755.711,34.97,0.1
3950,14,52.165,759.207,34.98,0.25
3951,14,52.142,762.709,35,0
3952,14,52.12,766.209,35,0
3953,14,52.098,769.709,35,0
3954,14,52.076,773.205,35.03,0.44
3955,14,52.054,776.708,35.09,0.83
3956,14,52.032,780.223,35.14,0.41
3957,14,52.007,783.744,35.13,-0.49
3958,14,51.982,787.259,35.07,-1.02
3959,14,51.956,790.754,35.03,0.09
3960,14,51.932,794.243,35.17,2.4
3961,14,51.906,797.757,35.51,4.54
3962,14,51.862,801.326,35.96,5.08
3963,14,51.835,804.959,36.36,3.22
3964,14,51.774,808.628,36.56,0.71
3965,14,51.668,812.295,36.62,-0.15
3966,14,51.547,815.951,36.66,0.78
3967,14,51.443,819.618,36.73,1.07
3968,14,51.381,823.309,36.71,-1
3969,14,51.336,826.995,36.45,-4.15
3970,14,51.279,830.634,35.96,-6.13
3971,14,51.207,834.2,35.37,-5.98
3972,14,51.123,837.702,34.81,-5.21
3973,14,51.117,841.15,34.33,-4.37
3974,14,51.15,844.548,34.01,-2.38
3975,14,51.197,847.916,33.96,1.01
3976,14,51.175,851.296,34.19,4.04
3977,14,51.126,854.731,34.56,4.15
3978,14,51.084,858.221,34.87,2.11
3979,14,51.115,861.731,35.01,0.3
3980,14,51.124,865.237,35.02,-0.23
3981,14,51.132,868.737,35,-0.03
3982,14,51.141,872.236,35,0
3983,14,51.149,875.736,35,0
3984,14,51.158,879.237,35,0
3985,14,51.167,882.737,35,0
3986,14,51.175,886.237,35,0
3987,14,51.183,889.737,35,0
3988,14,51.192,893.237,35,0
3989,14,51.201,896.737,35,0
3990,14,51.208,900.254,34.84,-2.62
3991,14,51.217,903.737,34.46,-4.92
3992,14,51.226,907.146,34.19,-2.36
3993,14,51.247,910.526,34.19,2.36
3994,14,51.276,913.934,34.46,4.91
3995,14,51.306,917.416,34.84,2.62
3996,14,51.334,920.934,35,0
3997,14,51.363,924.434,35,0
3998,14,51.393,927.934,35,0
3999,14,51.421,931.433,35,0
4000,14,51.451,934.933,35,0
4001,14,51.48,938.433,35,0
4002,14,51.508,941.933,35,0
4003,14,51.538,945.433,35,0
4004,14,51.568,948.933,35,0
4005,14,51.596,952.433,35,0
4006,14,51.626,955.933,35,0
4007,14,51.655,959.432,35,0.04
4008,14,51.685,962.931,35.01,0.22
4009,14,51.713,966.432,35.05,0.46
4010,14,51.739,969.939,35.1,0.58
4011,14,51.762,973.452,35.15,0.47
4012,14,51.778,976.971,35.19,0.25
4013,14,51.801,980.492,35.2,0.08
4014,14,51.842,984.013,35.2,-0.06
4015,14,51.89,987.531,35.22,0.22
4016,14,51.93,991.053,35.25,0.41
4017,14,51.951,994.583,35.25,-0.14
4018,14,51.958,998.111,35.2,-0.89
4019,14,51.963,1001.629,35.11,-1.12
4020,14,51.968,1005.132,35.03,-0.52
4021,14,51.973,1008.628,35,0
4022,14,51.978,1012.128,35,0
4023,14,51.983,1015.628,35,0
4024,14,51.989,1019.128,35,0
4025,14,51.994,1022.627,35,0
4026,14,52,1026.127,35,0
4027,14,52.005,1029.627,35,0
4028,14,52.011,1033.128,35,0
4029,14,52.016,1036.628,35,0
4030,14,52.022,1040.128,35,0
4031,14,52.027,1043.628,35,0
4032,14,52.033,1047.128,35,0
4033,14,52.038,1050.628,35,0
4034,14,52.043,1054.128,35,0
4035,14,52.049,1057.628,35,0
4036,14,52.054,1061.128,35,0
4037,14,52.059,1064.628,35,0
4038,14,52.064,1068.128,35,0
4039,14,52.07,1071.628,35,0
4040,14,52.075,1075.128,35,0
4041,14,52.081,1078.628,35,0
4042,14,52.086,1082.128,35,0
4043,14,52.091,1085.628,35,0
4044,14,52.097,1089.128,35,0
4045,14,52.102,1092.626,35.01,0.23
4046,14,52.107,1096.129,35.03,0.18
4047,14,52.113,1099.645,34.93,-1.64
4048,14,52.125,1103.154,34.56,-5.46
4049,14,52.144,1106.608,33.84,-9.24
4050,14,52.14,1109.956,32.89,-10.42
4051,14,52.106,1113.179,31.98,-8.2
4052,14,52.076,1116.311,31.36,-4.41
4053,14,52.123,1119.404,31.06,-1.32
4054,14,52.188,1122.491,30.98,0.12
4055,14,52.242,1125.589,30.99,0.19
4056,14,52.297,1128.691,30.99,-0.13
4057,14,52.351,1131.79,30.97,-0.25
4058,14,52.407,1134.881,31,0.52
4059,14,52.455,1137.969,31.19,2.84
4060,14,52.51,1141.082,31.62,5.84
4061,14,52.595,1144.263,32.25,7.29
4062,14,52.72,1147.532,32.88,5.85
4063,14,52.875,1150.868,33.31,2.85
4064,14,53.036,1154.221,33.58,1.87
4065,14,53.191,1157.589,33.8,2.28
4066,14,53.347,1160.986,33.92,1.11
4067,14,53.496,1164.397,33.92,-1.15
4068,14,53.641,1167.796,33.78,-2.61
4069,14,53.799,1171.157,33.55,-1.91
4070,14,53.945,1174.495,33.38,-1.17
4071,14,54.03,1177.829,33.25,-1.46
4072,14,54.036,1181.146,33.12,-1.18
4073,14,53.98,1184.448,33.04,-0.58
4074,14,53.914,1187.746,33,-0.11
4075,14,53.86,1191.044,32.99,0.06
4076,14,53.806,1194.344,33,0
4077,14,53.752,1197.644,32.99,-0.1
4078,14,53.697,1200.94,33,0.2
4079,14,53.642,1204.235,33.07,1.13
4080,14,53.588,1207.541,33.25,2.35
4081,14,53.533,1210.873,33.5,2.92
4082,14,53.478,1214.241,33.75,2.33
4083,14,53.424,1217.635,33.92,1.13
4084,14,53.37,1221.04,34,0.21
4085,14,53.315,1224.443,34.01,-0.09
4086,14,53.261,1227.844,33.99,-0.22
4087,14,53.205,1231.243,33.97,-0.28
4088,14,53.151,1234.63,34.02,0.91
4089,14,53.09,1238.017,34.28,3.93
4090,14,53.031,1241.441,34.85,7.58
4091,14,52.996,1244.95,35.66,9.32
4092,14,53.021,1248.573,36.48,7.59
4093,14,53.069,1252.282,37.05,3.94
4094,14,53.119,1256.028,37.31,0.9
4095,14,53.167,1259.773,37.36,-0.29
4096,14,53.218,1263.507,37.34,-0.17
4097,14,53.266,1267.238,37.33,0
4098,14,53.316,1270.971,37.33,0
4099,14,53.365,1274.704,37.33,0
4100,14,53.414,1278.436,37.33,0
4101,14,53.463,1282.169,37.33,0
4102,14,53.513,1285.902,37.33,0
4103,14,53.561,1289.634,37.33,0
4104,14,53.61,1293.367,37.33,0
4105,14,53.659,1297.107,37.26,-1.1
4106,14,53.709,1300.837,37.06,-2.69
4107,14,53.758,1304.527,36.86,-2.2
4108,14,53.807,1308.182,36.83,1.1
4109,14,53.865,1311.841,37.14,5.4
4110,14,53.933,1315.565,37.76,7.56
4111,14,53.994,1319.379,38.49,7.36
4112,14,54.065,1323.274,39.15,6.02
4113,14,54.133,1327.235,39.64,3.78
4114,14,54.15,1331.232,39.91,1.56
4115,14,54.156,1335.241,40.01,0.16
